intron	cluster	gene_name	gene_id	row_group	position_in_figure	Artery - Aorta	Brain - Cortex	Brain - Nucleus accumbens (basal ganglia)	Esophagus - Muscularis	Adipose - Visceral (omentum)	Adrenal gland	Artery - Coronary	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar hemisphere	Brain - Cerebellum	Brain - Hypothalamus	Brain - Putamen (basal ganglia)	Brain - Spinalcord (cervical c-1)	Brain - Substantia nigra	Cells - Cultured fibroblasts	Esophagus - Gastroesophageal junction	Esophagus - Mucosa	Heart - Atrial appendage	Heart - Left ventricle	Kidney - Cortex	Lung	Minor salivary gland	Ovary	Pancreas	Pituitary	Prostate	Small intestine - Terminal ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Adipose - Subcutaneous	Artery - Tibial	Brain - Frontal cortex (BA9)	Brain - Hippocampus	Breast - Mammary tissue	Cells - EBV-transformed lymphocytes	Colon - Sigmoid	Colon - Transverse	Liver	Muscle - Skeletal	Nerve - Tibial	Skin - Not sun exposed (suprapubic)	Skin - Sun exposed (lower leg)	Whole blood
chr7:73552242:73557040:clu_18732_-	chr7:clu_18732_-	BCL7B	ENSG00000106635.7	6	1	-0.967064329703937	-0.290662518633971	-1.00127725411675	-0.404591675775771	-0.642251955876194	-0.525063442666837	-0.967868771139089	-0.365500503070315	-0.287318103797567	-0.898625186078886	1.83377461590898	1.35910053429741	0.694758632252034	-0.25488394067639	1.53496805036848	0.496427225494153	0.0678996856718627	-0.212501831105127	-0.199012511393105	-0.90570814124336	-0.692190608630509	-0.793075610255204	-1.3352503160906	-0.763014627832096	1.58512692112225	0.893193910788068	0.112956244986284	-0.36290419539166	-0.317308656580649	0.484768007270293	-0.260065307499996	0.920393713862406	-0.144247015689201	1.67710272570033	0.970862473910064	-0.257753012144661	-0.964528835040197	-0.519779173129577	-0.389069124858372	-0.496476221652277	-0.306369275006547	0.345589286646863	0.193224979382213	-1.89142506198402	-1.98961880358377	0.794224924676311	0.899828733123836	1.66321511365111	2.87799023153368
chr10:102727157:102727674:clu_23619_+	chr10:clu_23619_+	SFXN2	ENSG00000156398.12	6	2	0.096622643367598	-0.450839955970624	-0.976435601589973	-0.702204197203114	-0.33932861501722	-0.847096504946946	0.728311125966529	1.08622239605345	0.869632057756098	-0.93319575730085	1.54152435030642	1.51769987041559	-0.670092820999971	1.3000393040477	2.46753703006705	2.27487704900759	-1.36765397784368	-0.734563043538198	0.976215480919012	-0.729374430509115	1.46900555947095	-1.61452111650846	-0.57493242563672	-1.25192012196727	-0.00726804820826584	-0.718211279845072	0.179858160681928	-0.876647356118791	0.00169851371303376	1.22661386721319	-0.926872234964737	-0.865582989169843	-1.25924655502762	-0.368336823201059	0.236121273588147	-1.17449680452324	0.499241507645811	-0.328517716672938	-0.0951177290602758	-0.565329047084254	0.804712920253871	-0.00779509945354589	-0.612266706881135	-0.387223788192927	0.77775504897548	-0.291517702153201	0.548178105598993	-0.584731900560571	1.65945408510119
chr7:65976202:65981973:clu_18694_-	chr7:clu_18694_-	GUSB	ENSG00000169919.16	6	3	-0.732597791437699	-0.270209671829006	-0.274059383613702	0.236200873598111	0.0629001382619862	-0.634081966638732	-0.511431045000762	-0.436355041170555	3.41876776200197	0.327425622699972	2.14115226796451	2.04862527969712	2.1737768348198	0.229298076965968	0.112763254998976	3.14640866864148	-1.17166553479983	0.145740993509569	0.441695645771218	-0.846410690865541	0.0959106520139072	-0.493430436093779	-0.472889349637648	-1.00861065984265	0.370069456111548	-0.0446900726490465	-0.250934274814932	-0.216219125375901	0.431140072419285	0.0857885394385893	-0.692247448263576	-0.345855785786515	-0.225785115514869	-0.360724476889455	0.670306800703499	-0.497768511650264	-0.682318900024229	0.361009426203389	-0.626229185297098	-0.530706697580692	-0.673841599317029	-0.176233720882694	-0.482248523800781	-1.27581902003987	-0.995821093481622	-0.363304408632783	-0.162796285099221	-0.291214826806417	-0.752479722984001
chr3:184354658:184355373:clu_10773_-	chr3:clu_10773_-	CLCN2	ENSG00000114859.15	6	4	-0.0810427929758204	1.55133145605252	-0.248980717571813	-0.849673768302886	-0.327028047416949	-0.732285077725867	-0.194272310880428	0.272270806461179	0.729060811234274	0.565873172120158	3.78775194232158	3.20178024740546	0.548606133189486	-0.191300983839052	0.0329948279125529	-0.0632460114500157	-1.17395779464485	-0.624450777929074	-0.95239135736488	-0.819736647892169	-0.858423109181099	0.420647043396213	0.984457929270559	-0.878967385530053	1.09432762108409	-1.12138044881547	0.0337013249693248	-0.450954168055013	-1.14860281824503	-0.337606096958356	-0.415503555425106	1.387141015974	-0.490500622981454	0.00786319802016832	0.29225706039982	-0.225986160788465	-0.863871619100135	0.33675333502383	0.608459106029615	0.943500505337867	-0.128706722351137	-0.832795381210614	-1.18497685179333	-0.712365364923116	-0.713481923074662	-0.148648728233496	-0.012742255810982	-0.46144383797625	0.446545802244874
chr3:184354714:184354903:clu_10773_-	chr3:clu_10773_-	CLCN2	ENSG00000114859.15	6	5	-0.787643920294575	0.980162364962927	-0.100186591121447	-0.760701880356086	0.0366121006083208	-0.344852190325723	-0.564440887065883	-0.0470292723679671	-0.247341935419609	0.134376464645339	3.34472523991662	3.34734319743542	0.836961484819169	-0.0226905493395472	0.355558942160306	0.336451607350906	-1.13585500488576	-0.850701087515288	-0.0855667036634081	-0.290213220275181	0.0358145930986143	1.03318895350794	-0.019358152751754	-0.782912695836749	1.5164151654621	-0.976262727224588	1.39741609951823	0.0805688118482108	-1.63060105944544	0.404525919794458	-0.471406021807759	-1.02084789531898	0.352959373545215	0.281077741102589	0.612449108224825	-0.474487886724466	-1.13292522417916	0.354235591834913	0.722225685320244	0.043746957974237	-0.163488628530625	-0.56545350743848	-2.0024722015188	0.536052997966184	0.00444566580494335	-0.738449756345882	-0.693062145504039	-0.678018509350955	-0.160344412293576
chr12:121223043:121223257:clu_28677_+	chr12:clu_28677_+	P2RX4	ENSG00000135124.14	6	6	-1.07523351715091	0.661872398831584	1.67748373843295	0.0880391178983142	-0.600554677409482	-0.607409736161409	-0.884901016359002	0.0487171771790616	0.0844156463437514	0.285444350789757	3.3144916223363	3.49801448674301	0.181296018652102	0.926110071957126	-0.26114376501892	0.203063596480809	-1.69689614750146	-0.361278970699994	0.115632980357772	-0.23321977614736	-0.536599907524652	-0.195884411919112	0.811695561151417	-0.874506047997351	-0.240217746268114	-1.32451961800057	1.28837881993864	-0.198856947433527	-0.273903643932826	0.64162267441506	-0.705110100726466	-1.13236428733341	-0.825679356573383	0.0180532489596578	-0.706873256853727	-0.341299706857608	-0.531262156087779	0.934380540064464	-0.0738807922870458	-0.463041545604053	-0.225307991898921	0.375435472146926	-0.759750303659728	0.401026703105272	-1.09238795772652	0.951311179281912	0.509473767633289	-1.05915211008204	0.265276322516214
chr11:6452122:6456071:clu_26274_-	chr11:clu_26274_-	TRIM3	ENSG00000110171.19	6	7	-0.817777639836406	0.134327370668912	1.86987612751032	-0.660491113101802	0.0200852909666864	-0.687634658488471	-0.537635832359978	-0.283177779309994	0.168606856323937	0.55438200399153	3.56487329243029	4.22927330552225	-0.219195600058574	0.220678761020817	-0.845331979266384	-0.980238048224295	-1.0971290371215	-0.563538743786178	-0.222150303932685	-0.010662348804859	-0.248230613888211	-0.204241103542589	0.115570297564456	-0.139227449441293	-0.194027936363758	-0.274126639051834	0.250242590158188	-0.182650382510312	0.269801695721422	0.250011013842871	-0.283815756478166	-0.602316390434381	-0.0595210958340211	-0.0801615705268541	0.0986761301958571	0.171400904956661	-0.92632542411542	-0.106401358542698	-0.358896116244786	0.245749087544061	-1.00560931917131	-0.793501560096088	-0.130325558535479	-0.74557369276543	-0.948825674312317	0.0632279679164484	0.295084976806658	-0.052446112799921	1.73931916580463
chr9:69065035:69099900:clu_21517_+	chr9:clu_21517_+	FXN	ENSG00000165060.11	6	8	0.626038888313094	1.30203351000699	0.275784156880462	-0.313828072576182	-0.242454311133807	-0.703952824806837	0.0120623539966247	0.370913509366336	0.327202567734738	0.82307147038265	4.30706073672729	3.80472639058651	0.0617109601350378	0.379559165995009	0.0777493952437593	0.0360394611297149	-0.855392823091111	-0.0661309075346621	-0.831647501760088	-0.00187445893276508	-0.615958596021682	-0.534260921576799	0.159020870078102	0.0343489581525012	0.258763519588762	-0.39306878897442	-0.430725401877236	-0.153803381136632	-0.24687593721147	-0.568459237013342	-0.480219980501048	-1.30566402492264	-0.927304384558516	-0.2024550514491	0.0157826461619348	-0.34332924891839	0.193485262819853	0.702984293300806	0.359198996855139	-0.167305628460277	-1.03733082980481	-0.207451409787377	-0.102803370628328	-1.37442167204774	-0.621967208727328	0.249475783510369	-0.508452496194746	-0.317927116602265	-0.821947310716089
chr9:127807775:127808233:clu_21876_+	chr9:clu_21876_+	FPGS	ENSG00000136877.14	6	9	0.41279392038127	1.22269786062528	0.442596426496437	-0.665391858239836	-0.690813112550898	-0.886586091356529	-0.0086632294698529	0.315052564695105	0.597292715526894	0.320454267369802	3.93772219289018	3.50052072888309	0.995186449721994	0.249013914811393	0.951824897662786	0.456242537568999	-1.68630186858955	-0.553423523366049	-0.399532240760794	-0.233041478737441	-0.538477873631217	-0.599215571990943	0.137709893493398	-0.449773978868773	0.458300515877048	-0.900182509535882	0.366007097682264	-0.167851026683614	-0.607604978109488	-0.847452013196337	-0.485917119921485	-0.623691280045363	-0.321798595253844	0.208379205852145	0.337796145958903	-1.03646007247231	0.287070842088746	1.17425332729277	0.592945006643356	-0.541242979464318	-1.35703216141465	-0.369203141584851	-0.582182420744445	-0.522070683951348	-0.400348167085456	-0.353056701300051	-0.40053119753135	-0.558183296105457	-0.177831339559735
chr9:113392335:113393446:clu_22662_-	chr9:clu_22662_-	ALAD	ENSG00000148218.15	6	10	-0.457073537825101	1.23703165185557	1.22760586164371	-0.315457236783542	-0.660727696601266	-0.939143570450676	-0.497589344867183	0.492414966046657	0.793922660478962	0.843134927924987	3.63413731963079	3.93301819298279	1.00606799007172	0.777767831240069	0.686952231243686	0.111731193494833	-0.728904505465035	-0.43444096859406	-0.685095658489821	-0.542283136374808	-0.637145803472367	-0.618385488791212	-0.47379803491702	-0.3780721985648	0.4106022222997	-0.809612297734752	0.286123741488169	-0.18692221558786	-0.48762964260182	-0.682599741116796	-0.688376295041493	-0.274765904261209	-0.0898038639019589	-0.147751200737972	-0.534461649380184	-0.519439482895622	-0.132556303799228	1.24036112512108	0.4743048744923	-0.453195601669958	-1.01203681286841	0.0900572239676448	-0.341341631087814	-0.573823201139032	-0.616804888590328	-0.370345424772267	-0.514635653894152	-0.611846758688855	-0.829168263016067
chr2:24208319:24209817:clu_6555_-	chr2:clu_6555_-	ITSN2	ENSG00000198399.14	6	11	-0.493407474881045	1.24742758392954	0.869938043631124	0.0382824941530327	-0.555466140258932	-0.525292477672716	-0.368431919201885	0.135731923461992	0.565269713576313	0.455292605896152	3.96105828594467	4.26138995748512	1.19486718561747	0.0519298259105092	-0.45804725788706	-0.0433525031258488	-0.596827455332507	0.057474386524654	-0.401709266687841	-0.550717205709727	-0.611523603478228	-0.481286544313866	-0.550383171144322	-0.25477759417803	-0.596899445518298	-0.320534605577018	0.952418626868391	-0.126864794004278	-0.377157450775079	-0.573540567999218	-0.165928480665878	0.031674479054393	-0.0969239276532898	-0.501528299893405	-0.442165705316995	-0.618209472115368	-0.337685982527049	0.96871032580628	0.00232206309399237	-0.608652609163316	-0.477213511005025	0.277475273041478	-0.130920271052947	-0.625247882047333	-0.693829173025215	-0.668886213781874	-0.58468113409377	-0.603326335448557	-0.629844298459193
