intron	cluster	itype	ctype	gene_name	gene_id	Artery - Aorta	Brain - Cortex	Brain - Nucleus accumbens (basal ganglia)	Esophagus - Muscularis	Adipose - Visceral (omentum)	Adrenal gland	Artery - Coronary	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar hemisphere	Brain - Cerebellum	Brain - Hypothalamus	Brain - Putamen (basal ganglia)	Brain - Spinalcord (cervical c-1)	Brain - Substantia nigra	Cells - Cultured fibroblasts	Esophagus - Gastroesophageal junction	Esophagus - Mucosa	Heart - Atrial appendage	Heart - Left ventricle	Kidney - Cortex	Lung	Minor salivary gland	Ovary	Pancreas	Pituitary	Prostate	Small intestine - Terminal ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Adipose - Subcutaneous	Artery - Tibial	Brain - Frontal cortex (BA9)	Brain - Hippocampus	Breast - Mammary tissue	Cells - EBV-transformed lymphocytes	Colon - Sigmoid	Colon - Transverse	Liver	Muscle - Skeletal	Nerve - Tibial	Skin - Not sun exposed (suprapubic)	Skin - Sun exposed (lower leg)	Whole blood	Cluster	pattern
chr10:100190968:100192458:clu_24474_-	chr10:clu_24474_-	UP	PR,UP	CHUK	ENSG00000213341.10	-0.54300131436536181	0.48251728426189716	-0.00098132414664828054	-0.54565433693067167	-0.56117093297683363	-0.81246616504555802	-0.22509054168580142	0.16524446316124206	0.35424955102938499	0.15562363525534315	3.3489509270137736	3.4052859281596173	0.33890939708403073	0.0085739823554203554	0.27794829967418899	0.10997952731017417	-0.97738406931079003	-0.37809741456508666	-0.36868333665115871	1.0567492032477495	0.32705048448050911	-0.67030800838533977	-0.63889482265355457	-0.58894630802272563	1.1046861554413105	-0.7926948159324021	-0.30551106960180241	-0.27200106999970197	-0.88663265225299814	-0.95043561388798414	-0.52958968397744544	3.1048953011495235	-0.48259142828079271	0.0075646983077203439	0.2934039359341265	-0.45423029432902112	-0.4677592497383925	0.40687920434078045	0.18151271964645038	-0.39702836525404894	-0.95001937920832569	-0.31953976130211814	-0.74026717422431898	-1.0146068514615816	0.94391130446291072	0.034106286472901877	-0.12843325762143207	-0.070813774643029639	-1.0352092723341326	2	cerebellum
chr10:100190968:100193388:clu_24474_-	chr10:clu_24474_-	UP	PR,UP	CHUK	ENSG00000213341.10	1.9147337818246064	2.7105501557685812	-0.85769444011012486	0.27069948923506121	-0.027813990561626426	-1.3079112445124528	1.7246044108335126	-0.85971989741891641	0.81795024893807811	-0.39292238205182101	-2.5618367909559403	0.47779739173074459	-1.0260373209931011	-0.1537407460814896	-0.1202014324373729	0.23796643723940086	0.58082327147467816	-0.8146223017678802	-0.56925455490133881	-0.60750009220576273	-0.45702716153851919	0.65474555176296501	0.019044336564152262	-0.69615842987260479	1.3535394255058952	0.15493447678282765	-1.1131597872863987	0.58720251413165792	-0.96500544915912068	0.1155487134142391	0.71958712925243007	-1.6067694133070307	-1.1968476677561892	0.32523766398857828	-0.33550922460200244	-0.024274541499963193	-0.48780809231012612	0.025439345713515884	0.32033593143352307	0.6688221298431497	-0.24089840263893267	0.13833441896519996	1.2451978137872415	-0.10109671749381992	-1.4149858316626254	0.41284820795112143	1.0599692457999466	-0.58930215208644687	1.9921859732704987	5	skeletal muscle/heart and arteries
chr10:100496431:100497666:clu_24486_-	chr10:clu_24486_-	UP	PR,UP	SEC31B	ENSG00000075826.16	1.4486211005349057	-0.89639791860256213	-1.2291580550000893	-1.1733132685267285	0.0074078393226430523	-0.4482956075081076	1.0721754311601481	-0.17222873751472567	-0.69530688972898147	-0.70069463803988574	-1.8490344038077398	-1.9713126583710505	-0.77239921304725911	-0.16523016702320917	1.0202037589778401	0.9057922059454292	1.2375500401569466	-0.79488228082597356	0.32224389330285019	0.24771278168651861	0.5570854911339741	-0.14813092299480402	1.9222007578248277	-0.54734758755379165	-0.43356387687972109	0.77176675851636367	-0.88415865884331946	-0.43578809678176694	-0.37326442220449918	-0.14495993807841437	-0.20212816890925961	0.70068378720715618	0.58684782695930637	-0.69416716263225309	-0.33479375338165823	-0.48593318036283212	0.60670550203852125	-0.89393707150406787	0.50695759620020309	-0.069239762382137429	0.66423997990855721	-1.2279817240379018	-0.74352118059571004	-0.076940070581799705	3.7335492251410596	0.79227007624959667	0.81470468605091984	-0.13141905644034466	0.77680973384283203	5	skeletal muscle/heart and arteries
chr10:100498207:100499159:clu_24487_-	chr10:clu_24487_-	UP	PR,UP	SEC31B	ENSG00000075826.16	1.3567513962258602	0.22849508426347612	0.10997704505549698	0.12095745033792007	0.25318081885813143	-0.25670903006313384	0.18388508767720338	-0.087344364422640611	-0.64475055494000089	0.31187683365867053	2.6646899310184318	2.1053846675572103	-0.01686610443315311	0.24600428654251702	-1.1414772293916966	-0.80069172474556971	-0.59680138472208188	0.33032098716765113	0.74599665926129299	-0.76307416165115538	-1.2747450032859029	-0.12426309922284233	0.5172727218580272	-0.088962488354132091	-0.93240338371688503	-0.51255661795590968	0.14962218214261389	-0.051638289452436321	-0.50192428636447317	-1.1373919011253757	-0.92489307695839362	0.33786384951115062	1.1425831965087954	0.9666813156767583	0.15846932164751995	1.1647962284087101	1.2567948729730769	0.13384433987934857	0.15193591472028947	0.83306468863302019	-1.5780156934123468	-0.6552830074940984	-1.2268324949538669	-0.6455501042355456	-2.7605792225660779	1.479174814173597	0.14911884045953858	1.2237543618498403	-1.5997436725984393	2	cerebellum
chr10:100499598:100500109:clu_24489_-	chr10:clu_24489_-	UP	PR,UP	SEC31B	ENSG00000075826.16	0.25249167523216631	-1.977997139094358	-1.518528637325369	1.1814420621586983	0.78597599090386261	-0.32447017554437002	0.97352393818885019	-1.2176542294621062	-2.0880018458911729	-1.2352174696433631	-0.46468052665176762	-0.52153922453232204	-2.1097940556025359	-1.0329362985246533	-0.0034962402909186926	-1.0652391954219098	-0.96641126249406484	1.0685753655939041	0.3106729314186521	0.13425450637157557	0.56907628758219031	0.30651872048280071	0.078685104526297012	0.40318061759696416	0.74374102477600612	1.4142652213131475	-0.53020506276565038	0.73161291303403297	0.90303512551996035	0.73478659145785274	0.93420584983791333	1.7230175274141937	-0.24487051242374908	0.42140697627799817	0.29019840182883005	0.37259984365641546	0.86768524892024956	-2.0598067781230984	-1.130707301972399	0.42647419351609317	-0.7372710368843457	1.3689152294554006	0.92429053936487104	1.0755554591375895	-0.79955386771894366	0.53396159943332477	-0.059347916948503839	-0.15136034156853589	0.70894017388428887	3	skin/digestive system
chr10:100500159:100501653:clu_24489_-	chr10:clu_24489_-	UP	PR,UP	SEC31B	ENSG00000075826.16	-0.18455088447239412	-1.0586954852484656	-1.2698705252783167	0.12281714683974165	0.52579592091580341	-0.47700803633438826	0.037065306781239218	-0.86465251267936616	-1.5963620163582792	-1.1597307421515493	-1.0736934359307606	-1.0483304259627988	-0.95005198768781263	-1.0911051921239523	0.41736180264891087	-0.70293629456950579	-0.74877873338129719	0.14675518503651458	0.84368904875217265	-0.055558523679935967	-0.20553524231263987	0.098119940441596915	0.83026881929643159	0.81285964858178694	0.020351131656438017	0.086466910313634432	-0.98779230308839328	0.7805417606546724	1.8979000690219201	2.3012094189522574	0.42802120536326704	3.6760552387827272	0.0036321591366549433	-0.16262124052858726	0.28050693236205021	-0.12883760144472003	-0.23173901059361696	-1.5600405503198722	-0.52968857983784667	0.18274995657610016	0.082690464877845135	0.22822392012662712	0.52556988833385498	0.37537814836159233	-0.65898205594865933	-0.25987652886052592	0.25843558325105759	-0.0063805957197505024	2.0503528974485365	3	skin/digestive system
chr10:100500159:100502253:clu_24489_-	chr10:clu_24489_-	UP	PR,UP	SEC31B	ENSG00000075826.16	1.2103526212881426	-1.9668179200495568	-1.2799789733690392	1.5800001113379452	0.3042676296891651	-0.55874045893016044	1.1050394524712335	-1.1231956338559956	-2.0914544415585463	-1.0601634603915691	-0.26724522000467543	-0.23853346338923426	-1.9265461931450785	-1.5425906405897258	-0.43198734330025218	-1.0145991445834817	-1.4804003038794951	1.1776545942067131	0.36510914843449288	0.064981313497062612	0.52983799568182754	0.35732470125281773	-0.19199025656477098	0.21124352232497673	0.86963716419631509	0.1980566542193519	-0.6427757496545945	0.65281617126954539	0.57339320364202195	0.56219345853947678	0.87877082213962965	1.2630279690623274	0.22131512799556882	0.48011997176432808	0.58440584163126108	0.54307207787450595	1.2401789598756174	-2.0458288492210306	-0.90573801418679922	0.32039007434722594	-0.46239242450413237	1.602916433572638	1.1429844146514074	1.2090928287949378	-0.52099381474908102	0.59605072599723696	-0.09500643200326167	-0.23120889349498089	0.23395464166766836	3	skin/digestive system
chr10:100501710:100502253:clu_24489_-	chr10:clu_24489_-	UP	PR,UP	SEC31B	ENSG00000075826.16	-0.053296496957830536	-1.2196467911825679	-1.4272499264938219	-0.024401826626468531	0.22686026464494316	-0.54221765212113082	-0.093159547449656474	-0.52514012422775791	-1.6158285922237789	-1.018770762767405	-1.0597413074766395	-0.93327360688539529	-0.96975924425972082	-1.2310246687466244	-0.033393029574205466	-0.39699839839590195	-0.84605014149837665	0.34711188324834069	0.52515890861793557	-0.45926347141203222	-0.20552261675005121	-0.41106616433657123	1.0632542330387309	0.60114486337469641	0.057092784842054767	0.92790132733339081	-0.82454042810954276	0.62255118871662196	1.8132169039122272	2.3251189908213314	0.81958121131528106	3.7385608685845342	0.36001616175024925	-0.29893521817605762	0.16221186102300802	0.054738167909754804	-0.066034165161143799	-1.1793894121417905	-0.47131492585162466	0.55978885130225187	0.052763809666630558	-0.00085541989018642474	0.45472061662207308	0.24286945399789797	-0.97740788896023401	-0.21531285530800248	-0.19172929914642597	0.43748425773939914	1.8991773736695918	3	skin/digestive system
chr10:100508048:100508460:clu_24491_-	chr10:clu_24491_-	UP	PR,UP	SEC31B	ENSG00000075826.16	-0.36043202774186517	1.0747409599082876	0.22419195394531935	-0.36841448889092127	-0.36002788983252515	-0.29831546938315207	-0.35998063841061695	-0.20913949857511938	0.75623188617953341	0.31132054595297798	4.1722434422974999	4.7846650318281689	0.51181254554517708	0.27690147923590963	-0.23674222288247446	-0.25749518973357755	-0.35987656761018894	-0.37201360881245338	-0.3444629664565903	-0.35171079523069204	-0.32182564843909417	-0.35604873245915553	-0.36206314304278653	-0.3020069651538988	-0.36877559160730405	-0.37199803629452421	0.002913553512409964	-0.34584852468908445	-0.33999832107810851	-0.3409765979785005	-0.35872065361793892	-0.36725159012649777	-0.3643185366072193	-0.3661065093885234	-0.3573129307143359	-0.36012035871593673	-0.35506055669128167	0.9968126674934531	-0.16488887234945937	-0.3601472935029516	-0.37196321315920139	-0.35406123167904924	-0.35226288690567698	-0.27064231065717625	-0.3433942948248363	-0.34053936784571165	-0.34636047158266187	-0.35784166892194941	-0.33268839430569536	2	cerebellum
chr10:100509102:100516095:clu_24492_-	chr10:clu_24492_-	UP	PR,UP	SEC31B	ENSG00000075826.16	1.1596880189359264	1.0777306952592505	0.055533673133504623	1.9137067668956624	-0.294153250007887	0.12244653023927719	0.71281540975525126	-1.0816137545549362	-0.77982295867684503	-0.98378687690168376	1.0125278304878993	0.60008428408191994	-0.13245502779105145	-0.82148263835903435	-1.585541209304997	-1.1793929121664561	2.9009176068280391	2.4622430501697847	0.31716084683274448	-0.4462647235816809	-0.83589433118433076	-0.19141809558692252	0.28748931670949629	-0.60762613479122318	-1.3437471472972342	-1.1282005362113658	-0.38651273423585247	0.35746044117363213	0.18345642739622711	-0.44431756567957909	0.35012212619350402	0.15667386152295296	-0.60421928628196797	-0.76105114987228772	-0.57799228639301381	-0.29312222124912934	0.9091818861927663	1.3805748809501319	-0.84786179000708528	-0.69218602952409836	-0.55479663673494739	1.5715183458732396	0.66422649354341534	0.86075294715912776	0.82918142403308781	-1.066387572238908	-0.60518808343749542	-0.80544589901186325	-0.83501201228495792	5	skeletal muscle/heart and arteries
